"	Email",Address,Avatar,Time on App,Time on Website,Price,Discount,Marketing spend,Rating,Sales,Date
brandonsmith@yahoo.com,"62106 Nathan Mountain Suite 505North Matthewborough, AZ 32092-6122",Gold,11.52,36.19,881,6,1564,3,875,19-01-2025
thardy@perry.com,"39209 Cooper Neck Apt. 541Tylermouth, ME 94450",SeaGreen,10.97,34.57,646,7,1390,3,639,20-01-2025
michael86@yahoo.com,"87270 Garrett Cliffs Suite 361Brooksberg, MO 26555-2502",LightYellow,13.53,38.95,370,19,6893,4,351,21-01-2025
ulee@wells.com,"309 Singleton HollowMatthewhaven, NJ 68776-7477",LemonChiffon,12.04,34.49,527,9,6919,3,518,22-01-2025
judithsmith@jimenez.biz,"186 Anthony RouteGordonview, AS 78120-4633",DarkOrange,10.94,36.17,457,12,5648,5,445,23-01-2025
nblack@smith-romero.biz,"00615 Tracy IslandsNew Marcfort, MO 87297-7431",LightCyan,12.66,37.03,159,17,7555,4,142,24-01-2025
michaelcampbell@yahoo.com,"96480 White Lane Suite 521Pattersonhaven, OR 39409-4561",Gray,11.73,36.88,361,10,2908,5,351,25-01-2025
rcarter@crane-thompson.org,"14064 Frazier Hills Apt. 176Amyborough, MP 77858-0018",MediumVioletRed,11.92,37.32,623,6,5437,4,617,26-01-2025
dwhite@gmail.com,"02136 White Grove Suite 418Marytown, DE 70033",OrangeRed,11.51,37.13,994,6,9667,3,988,27-01-2025
vancemichelle@gmail.com,"6586 Reginald Crest Apt. 061North Josephfort, NM 55275",DeepPink,12.42,36.16,247,12,9299,3,235,28-01-2025
kylemelendez@hotmail.com,"2749 Cunningham Flat Apt. 838Derekberg, OH 45288",DeepPink,13.89,38.38,358,19,8118,4,339,29-01-2025
richard35@hale-duncan.net,"33940 Craig Throughway Apt. 334Martinview, IL 62015-0314",GhostWhite,12.85,37.87,473,17,1727,3,456,30-01-2025
waltonkaren@gmail.com,"355 Villegas Isle Apt. 070West Jenniferview, NM 26775-4339",Green,10.89,35.57,135,11,8446,4,124,31-01-2025
contrerastiffany@gmail.com,"439 Todd Summit Apt. 478Mooreland, AR 31655",CadetBlue,12.91,36.05,941,9,9274,4,932,01-02-2025
rogerstiffany@wilson-horne.com,"30700 Justin PortsPort David, PA 52171-5921",DarkOliveGreen,11.57,38.92,553,12,4102,3,541,02-02-2025
waltercharles@sanders.net,"291 Stephen Glens Apt. 532Jacquelineton, NJ 53606-5656",IndianRed,11.97,37.2,150,16,8878,5,134,03-02-2025
john96@chan-anderson.biz,"04290 Barron SquareLaurenmouth, AS 79917-9544",Snow,13.08,37.33,938,9,6243,3,929,04-02-2025
bushsharon@barber.com,"0013 Andre FieldWhitebury, AZ 68447-6306",DarkSeaGreen,11.96,36.52,589,13,3529,5,576,05-02-2025
nicolegay@jennings.com,"50718 Timothy LightGarciaport, SC 60266-6696",BlueViolet,13.25,37.31,797,6,1366,5,791,06-02-2025
rchambers@hotmail.com,"53964 Weaver Brook Suite 861Stevensonshire, NY 18128",OliveDrab,13.09,38.32,695,5,5494,3,690,07-02-2025
gomezalicia@hotmail.com,"506 Allison Cove Apt. 766Weeksstad, AS 71308",MediumSpringGreen,12.53,36.69,715,6,7831,4,709,08-02-2025
potterkenneth@strickland.com,"2559 Harris Pines Apt. 514Michaelshire, ME 21753-8834",MediumSlateBlue,11.24,37.05,553,20,5978,4,533,09-02-2025
charlesjackson@brady-fuller.net,"3802 Veronica CausewayEast Patrickfurt, DC 84522",GhostWhite,12.07,35.57,226,11,5060,3,215,10-02-2025
jacquelinewest@pace-herrera.com,"592 Villanueva VillageWoodsstad, AK 20530",Purple,12.05,38.51,764,16,3361,5,748,11-02-2025
stevenjohnson@yahoo.com,"PSC 4427, Box 6116APO AP 87584-5187",SandyBrown,11.23,37,698,19,9927,3,679,12-02-2025
johnsonchelsea@gmail.com,"19270 Velasquez CovesBoylechester, AZ 51480",LightCyan,11.91,35.19,343,7,4829,4,336,13-02-2025
jenniferjenkins@jones.com,USNS JacobsFPO AE 71507-1312,LightSalmon,13.05,38.78,853,16,7942,5,837,14-02-2025
ebutler@rogers-gonzalez.com,"001 Estrada UnionLewismouth, TN 47360",Chartreuse,13,36.99,367,6,6906,5,361,15-02-2025
ellenlucas@cox.org,"86268 Davis CornerNorth Danielview, CT 59551-9382",DarkGoldenRod,11.52,35.94,208,11,1169,3,197,16-02-2025
elizabethnunez@vasquez-nelson.net,"209 Andrew ViaductPort Anna, OR 01627-8037",Cornsilk,10.31,36.73,128,19,8911,5,109,17-02-2025
ramirezjacob@turner.com,"19704 Kaitlin FlatWest Andrewtown, VI 38642",Magenta,12.43,37.63,935,18,8483,5,917,18-02-2025
brian51@cook.info,"0508 Terrance CliffRebekahtown, NC 48724-8308",SaddleBrown,10.75,38.79,293,7,1668,3,286,19-02-2025
victoriajohnson@gmail.com,"2082 Christopher Place Apt. 081Cynthiahaven, HI 99393-8910",DarkViolet,11.02,37.64,720,5,2505,3,715,20-02-2025
lawrencewalton@hotmail.com,"584 Patterson FallsWest Alicia, DE 45751",Chocolate,12.22,36.95,661,17,5283,5,644,21-02-2025
ashleymoreno@gmail.com,"11430 Meza Green Suite 037Martinezborough, FL 40624-8726",DarkViolet,12.33,37.07,241,20,5360,3,221,22-02-2025
wesleyvance@moore.com,"210 Johnson Street Suite 717New Bethanyborough, MO 84817",Magenta,10.81,36.01,783,8,2435,5,775,23-02-2025
edwardbrown@yahoo.com,"2971 Angela IslandLake Timothychester, NE 48734-6685",HotPink,12.14,37.14,294,17,7483,3,277,24-02-2025
youngellen@hotmail.com,"994 Joel Highway Suite 216New Jessicafort, UT 14179",DodgerBlue,12.94,36.73,735,6,8400,3,729,25-02-2025
robin80@yahoo.com,"928 Bailey RoadEast Mary, DE 11678-5634",Turquoise,13.3,36.39,513,5,2822,5,508,26-02-2025
dana59@hotmail.com,"31927 Jill MountainSouth Jessica, MN 63418",Blue,10.4,36.68,193,15,6609,4,178,27-02-2025
bwilliams@hotmail.com,"1549 Walker Passage Apt. 463West Calvin, AZ 03144",PaleVioletRed,11.89,37.86,733,10,5111,3,723,28-02-2025
whitetyler@anderson-avery.com,"4547 Stafford Throughway Apt. 178North Patrick, MD 60768-4837",MidnightBlue,11.59,36.46,688,18,1030,5,670,01-03-2025
rwilliams@trujillo.biz,"54560 Thompson Creek Apt. 029New Brianville, FL 84430-8588",BlanchedAlmond,13.27,37.24,374,14,7208,3,360,02-03-2025
randall85@williams.com,"5086 Morales Islands Apt. 099New Patricia, IL 78823",Black,12.99,39.67,678,20,3038,5,658,03-03-2025
kevin45@mathews.net,"02393 Baker FallsNew Georgeport, ND 36338-5110",DodgerBlue,14.04,37.02,546,8,5523,4,538,04-03-2025
deborah48@white.com,"1693 Gary Mission Suite 479Lake Kelly, MO 68205",DarkGreen,11.91,38.42,963,5,8171,3,958,05-03-2025
hoganrichard@george.com,"4929 Michelle GroveLake Alexis, MT 92147-1660",BlanchedAlmond,11.14,38.4,210,6,7942,5,204,06-03-2025
kelly24@lewis.info,"983 Ross GlenWest Jessica, NJ 42860-5757",Bisque,12.9,36.61,642,5,3909,3,637,07-03-2025
katherinegray@yahoo.com,"685 Sexton Ranch Suite 125Lake Robertshire, NE 04469-3024",Cyan,12.39,35.63,532,6,7886,3,526,08-03-2025
efoster@williamson-boyd.org,"4968 Bennett ManorsRogerschester, IL 81579-8333",Lavender,11.82,36.31,605,7,2946,3,598,09-03-2025
jordandavid@gmail.com,"61502 Parker Vista Apt. 363Jonesshire, GU 33532",Violet,10.99,36.35,401,5,3621,3,396,10-03-2025
sanchezamber@scott-patterson.com,"257 Hunt ManorsSouth Charlottefort, CT 15033",Fuchsia,14.13,37.02,510,9,4945,3,501,11-03-2025
tinayoung@hotmail.com,"83995 Owens Course Apt. 747South Jennifer, NJ 29942",MistyRose,11.91,36.09,302,13,8395,5,289,12-03-2025
alicia28@fuller.com,"8055 Robinson Brooks Apt. 657Walterview, KY 83019",CadetBlue,11.48,39.24,794,7,8652,3,787,13-03-2025
rileyalejandro@gmail.com,Unit 1475 Box 4215DPO AE 39546-5591,LightSteelBlue,10.05,37.18,161,19,8886,5,142,14-03-2025
oliviamarshall@sawyer-sellers.com,Unit 5934 Box 9748DPO AA 37361-3043,Brown,12.43,37.31,850,11,5681,3,839,15-03-2025
hortonrobert@hotmail.com,"31309 Stacey Keys Apt. 979South Jason, KS 35357",Salmon,11.97,36.83,647,8,5029,4,639,16-03-2025
montgomerycheyenne@hotmail.com,"1812 Sandra Shoal Apt. 350Amandamouth, SC 87794-1628",FireBrick,11.12,36.98,276,18,4819,3,258,17-03-2025
martinkristi@sanchez-coleman.com,"PSC 1893, Box 7023APO AA 73445",Lime,8.67,35.91,959,14,6114,4,945,18-03-2025
jefferycampbell@gmail.com,"381 Ashley Locks Suite 366North Migueltown, TX 09795-0494",GreenYellow,12.5,37.65,229,8,7991,3,221,19-03-2025
webertom@phelps.com,"189 Crawford Hill Apt. 746New Madison, WV 14108-4333",DarkOrchid,12.13,35.46,797,8,7608,5,789,20-03-2025
aschmidt@johnson.biz,Unit 1743 Box 8085DPO AE 47693-8164,Blue,11.73,35.63,809,9,7345,3,800,21-03-2025
lisadelgado@gmail.com,"57993 Jennifer Unions Suite 685Emilyville, OK 53366-2375",Olive,11.95,36.49,950,9,8197,3,941,22-03-2025
sharongraves@yahoo.com,"73098 Ronald PortCliffordborough, MO 37479-9244",Wheat,12.56,37.81,102,17,8942,3,85,23-03-2025
flevine@gmail.com,"5292 Melanie Crescent Apt. 064Fischerborough, NV 85721-5045",AliceBlue,12.48,37.68,896,19,6179,4,877,24-03-2025
rskinner@johnson-jefferson.com,"24725 Neal LockCynthiaville, NY 51578",OliveDrab,12.59,37.68,183,20,8791,5,163,25-03-2025
kiarakim@harris.org,"1502 Gonzalez ThroughwayKathrynchester, FM 86014-7194",Linen,10.95,37.65,498,15,1308,4,483,26-03-2025
rachelrodriguez@lara-waters.com,"35466 Tommy StreamPort Daniellemouth, KS 68863-6330",LightSlateGray,11.48,36.84,991,15,4982,4,976,27-03-2025
dbrown@gmail.com,"76666 Kathy LocksPort Susan, ME 64335",Indigo,11.12,36.81,963,8,4424,3,955,28-03-2025
mary45@gmail.com,"33213 Tanner Knolls Apt. 519Whiteborough, OR 37119-7790",Lime,10.97,37.72,751,9,3620,5,742,29-03-2025
marcusleach@floyd.org,Unit 3998 Box 4348DPO AA 37629,SteelBlue,11.59,36.32,361,14,2403,5,347,30-03-2025
lmunoz@yahoo.com,"2100 Austin Camp Apt. 943Anthonymouth, WV 24243-3781",Olive,10.71,35.77,719,11,7118,4,708,31-03-2025
dvasquez@wiley.com,"967 Chloe Springs Suite 554Lake Ashley, GA 03230",HoneyDew,11.08,34.78,705,9,5316,4,696,01-04-2025
dylanmartin@hotmail.com,"42644 Helen Keys Apt. 103Jessicahaven, KS 89406-1960",MidnightBlue,12.95,37.03,348,20,4908,3,328,02-04-2025
xkaufman@gmail.com,"02342 Melissa IslandsSmithhaven, KS 68335",DarkViolet,10.57,36.86,811,14,5414,5,797,03-04-2025
jasonhensley@yahoo.com,"97262 Brian SkywayLake Marissa, GU 96859",Sienna,11.66,37.43,487,18,3148,3,469,04-04-2025
gstrong@hotmail.com,"7875 Landry Road Apt. 947Brownshire, NC 10074-7735",Pink,13.59,36.84,415,20,5354,5,395,05-04-2025
arnoldsamuel@wilson.com,"949 Tapia ViaductMartinezfurt, CT 79271-8205",LightSkyBlue,11.37,35.26,785,12,4520,4,773,06-04-2025
scottrose@yahoo.com,"50639 Sarah Isle Apt. 268Yangmouth, MO 05540",SaddleBrown,11.23,37.21,422,15,2991,4,407,07-04-2025
salazarkaren@hotmail.com,"51173 Burton Wall Apt. 417Prestonville, NY 37002",SteelBlue,10.29,36.93,417,18,3714,3,399,08-04-2025
susanibarra@yahoo.com,"426 Scott Radial Apt. 065Abigailstad, MS 16590-2222",Thistle,14.12,38.41,445,5,6139,3,440,09-04-2025
nhenry@hotmail.com,"3874 Harper PlazaNorth Nancy, ME 96802-9462",BlanchedAlmond,12.42,37.67,785,14,9534,5,771,10-04-2025
millerrachel@gallagher-nichols.com,Unit 4742 Box 9517DPO AE 67219-3123,Turquoise,10.77,34.65,378,20,2105,3,358,11-04-2025
garciakevin@gmail.com,"845 Colleen WaysLake Matthewview, VT 65340-3159",Orange,12.66,36.37,874,14,3422,4,860,12-04-2025
philliproberson@yahoo.com,Unit 0373 Box 8981DPO AA 89902,Beige,12.67,37.49,479,18,1530,5,461,13-04-2025
kstafford@estes-nguyen.com,"PSC 4856, Box 1297APO AA 17032-7944",YellowGreen,13.97,36.67,576,16,6108,4,560,14-04-2025
kennethperry@bowen.org,"272 Frederick LodgeEast Andrew, FL 07414",SlateGray,11.51,36.6,324,5,3039,3,319,15-04-2025
prussell@lopez.com,"9985 Wolf PassBrandimouth, CA 63346",Bisque,11.41,36.38,714,17,7259,3,697,16-04-2025
mosleyjacob@yahoo.com,"PSC 1790, Box 8872APO AE 01821-4769",Orange,12.26,38.86,417,5,8121,5,412,17-04-2025
rhaas@yahoo.com,"4502 Jennifer Prairie Suite 029Lake Jesse, LA 02328-3633",DimGray,12.71,36.17,231,13,1217,4,218,18-04-2025
antonioharris@hotmail.com,"4307 Nicholas Drive Apt. 259Ramirezberg, AS 59832",MediumBlue,13.47,37.07,647,6,4282,5,641,19-04-2025
austinthomas@gmail.com,"5855 Gross Burgs Suite 169Ballland, AS 98525",AntiqueWhite,11.19,36.3,481,12,7288,4,469,20-04-2025
bethsullivan@reed.net,"80500 Mary Corners Apt. 225Wallsville, ME 80526",Beige,11.25,38.68,217,6,7984,5,211,21-04-2025
ncummings@yahoo.com,"344 Jessica StravenueNew Brian, MA 04730-6761",Beige,12.36,36.17,911,12,3965,5,899,22-04-2025
hking@hotmail.com,"85181 Christian Courts Suite 758Larryfurt, MS 38722-6766",PeachPuff,11.76,36.88,622,11,7091,4,611,23-04-2025
annstone@hotmail.com,"543 Reynolds BurgMelindaberg, KY 46631",LightPink,11.76,38.13,457,18,1304,4,439,24-04-2025
christopher44@hotmail.com,"549 Anna AvenuePort Laura, CA 76209-9339",WhiteSmoke,11.55,35.77,749,14,4589,4,735,25-04-2025
autumn88@mendoza-mills.com,"214 Obrien Lakes Suite 572South Jeremy, KS 52867-7617",MediumOrchid,12.48,35.54,427,14,5001,3,413,26-04-2025
dhudson@ramos.net,"5661 Grant CentersStevensfurt, CT 53959",Olive,11.73,36.07,903,13,8140,4,890,27-04-2025
egomez@hotmail.com,"768 Riley Pine Apt. 624Kellymouth, OK 98992-3108",MistyRose,12.21,37.2,499,6,9403,5,493,28-04-2025
kimberlyruiz@smith-gordon.com,"503 Adams Pines Apt. 638North Ashleyside, AZ 34687-6128",DarkRed,11.9,36.87,590,8,5128,3,582,29-04-2025
mooremichelle@logan.com,"07813 Randy PointLake Thomasberg, MO 06013-9920",Pink,12.22,36.36,941,12,9443,5,929,30-04-2025
aaron22@gmail.com,"38678 Sean Drive Suite 293Karentown, IA 78306-2717",DarkGray,12.01,36.53,417,13,6707,5,404,01-05-2025
michelleshepherd@price.com,"6820 Erica Vista Apt. 418Brightside, IA 50639",Orchid,11.91,36.06,131,18,5534,3,113,02-05-2025
zscott@wright.com,"9909 Hoffman Ranch Suite 195Scotthaven, SC 53575",PeachPuff,12.13,38.19,535,13,2757,4,522,03-05-2025
tracy79@wheeler.net,"513 Moore Crescent Apt. 416Amandaberg, GU 03655-2219",Magenta,11.31,37.13,201,14,1747,4,187,04-05-2025
brian28@sanchez.org,"7446 Mary FerryLake Sherryfurt, GA 49066-0207",GhostWhite,11.61,37.68,968,19,5126,3,949,05-05-2025
leonardhancock@hotmail.com,"64147 Alexander Station Apt. 474East Jasonview, MN 83788",SeaShell,11.69,36.81,544,11,3220,4,533,06-05-2025
davidsonkathleen@gmail.com,"70128 Zimmerman OverpassRobertsshire, VA 59860",DarkBlue,11.2,37.84,121,14,7731,4,107,07-05-2025
nathan84@lowery.net,"01242 Stephanie Ways Suite 003Churchville, MO 35617",MediumSeaGreen,12.63,35.54,857,13,3596,5,844,08-05-2025
kellydeborah@chan.biz,"354 Sanchez Wall Suite 884Juliabury, VI 39735",DarkTurquoise,13.35,37.97,397,13,7631,5,384,09-05-2025
lewisjessica@craig-evans.com,"4483 Jones Motorway Suite 872Lake Jamiefurt, UT 75292",Tan,13.57,36.42,765,13,1792,5,752,10-05-2025
katrina56@gmail.com,"172 Owen Divide Suite 497West Richard, CA 19320",PaleVioletRed,11.7,37.19,636,15,8268,5,621,11-05-2025
dale88@hotmail.com,"0787 Andrews Ranch Apt. 633South Chadburgh, TN 56128",Cornsilk,11.5,38.33,204,9,3459,4,195,12-05-2025
cwilson@hotmail.com,"680 Jennifer Lodge Apt. 808Brendachester, TX 05000-5873",Teal,12.39,36.84,299,9,6136,3,290,13-05-2025
hannahwilson@davidson.com,"49791 Rachel Heights Apt. 898East Drewborough, OR 55919-9528",DarkMagenta,12.42,35.77,150,9,8356,5,141,14-05-2025
